alpha_name,beta_name,alpha_value,beta_value,rho,cf_terms,best_p,best_q,best_approx,delta,abs_error,n_lock,tau_scaled,pair,carrier,abs_delta,Crystal_n_start,Crystal_n_end,Crystal_count,Crystal_mean_err,Crystal_lock_scaled_pct,Crystal_lock_soft_pct,Transit_n_start,Transit_n_end,Transit_count,Transit_mean_err,Transit_lock_scaled_pct,Transit_lock_soft_pct,PostCrk_n_start,PostCrk_n_end,PostCrk_count,PostCrk_mean_err,PostCrk_lock_scaled_pct,PostCrk_lock_soft_pct
pi,inv_pi,3.141592653589793,0.3183098861837907,0.0,[0],0,1,0.0,0.0,0.0,inf,0.1,pi / inv_pi,0/1,0.0,1,50,50,0.0,100.0,100.0,,,0,,0.0,0.0,,,0,,0.0,0.0
phi,phi_inv,1.618033988749895,0.6180339887498948,1.1102230246251565e-16,[0],0,1,0.0,1.1102230246251565e-16,0.0,inf,0.1,phi / phi_inv,0/1,1.1102230246251565e-16,1,50,50,2.831068712794149e-15,100.0,100.0,,,0,,0.0,0.0,,,0,,0.0,0.0
inv_pi,pi,0.3183098861837907,3.141592653589793,0.0,[0],0,1,0.0,0.0,0.0,inf,0.1,inv_pi / pi,0/1,0.0,1,50,50,0.0,100.0,100.0,,,0,,0.0,0.0,,,0,,0.0,0.0
pi_over_sqrt2,sqrt2_over_pi,2.221441469079183,0.4501581580785531,0.0,[0],0,1,0.0,0.0,0.0,inf,0.1,pi_over_sqrt2 / sqrt2_over_pi,0/1,0.0,1,50,50,0.0,100.0,100.0,,,0,,0.0,0.0,,,0,,0.0,0.0
phi_inv,phi,0.6180339887498948,1.618033988749895,0.9999999999999998,[0; 1],1,1,1.0,-2.220446049250313e-16,0.0,inf,0.1,phi_inv / phi,1/1,2.220446049250313e-16,1,50,50,5.395683899678261e-15,100.0,100.0,,,0,,0.0,0.0,,,0,,0.0,0.0
silver,silver_inv,2.414213562373095,0.41421356237309515,0.9999999999999998,[0; 1],1,1,1.0,-2.220446049250313e-16,0.0,inf,0.1,silver / silver_inv,1/1,2.220446049250313e-16,1,50,50,5.395683899678261e-15,100.0,100.0,,,0,,0.0,0.0,,,0,,0.0,0.0
silver_inv,silver,0.41421356237309515,2.414213562373095,1.1102230246251565e-16,[0],0,1,0.0,1.1102230246251565e-16,0.0,inf,0.1,silver_inv / silver,0/1,1.1102230246251565e-16,1,50,50,2.831068712794149e-15,100.0,100.0,,,0,,0.0,0.0,,,0,,0.0,0.0
e_over_pi,pi_over_e,0.8652559794322651,1.1557273497909217,0.0,[0],0,1,0.0,0.0,0.0,inf,0.1,e_over_pi / pi_over_e,0/1,0.0,1,50,50,0.0,100.0,100.0,,,0,,0.0,0.0,,,0,,0.0,0.0
pi_over_e,e_over_pi,1.1557273497909217,0.8652559794322651,0.0,[0],0,1,0.0,0.0,0.0,inf,0.1,pi_over_e / e_over_pi,0/1,0.0,1,50,50,0.0,100.0,100.0,,,0,,0.0,0.0,,,0,,0.0,0.0
sqrt2_over_pi,pi_over_sqrt2,0.4501581580785531,2.221441469079183,0.0,[0],0,1,0.0,0.0,0.0,inf,0.1,sqrt2_over_pi / pi_over_sqrt2,0/1,0.0,1,50,50,0.0,100.0,100.0,,,0,,0.0,0.0,,,0,,0.0,0.0
pi_over_3,sqrt11,1.0471975511965976,3.3166247903554,0.03846506367850721,"[0; 25, 1, 418, 1, 2, 41, 47, 3, 3]",1,26,0.038461538461538464,3.5252169687458035e-06,3.5252169687458035e-06,283670.4829421545,0.0038461538461538464,pi_over_3 / sqrt11,1/26,3.5252169687458035e-06,1,28367,28367,0.05000167748472076,3.846018260654986,49.99823738851482,255303.0,312037.0,56735,0.05000079619495234,3.8459504714902613,50.000881290208866,340404.0,425505.0,85102,0.3499977016583824,0.0,0.0
catalan,ln_phi,0.915965594177219,0.48121182505960347,0.1200037588824205,"[0; 8, 3, 425, 2, 1, 21, 8, 5, 1]",3,25,0.12,3.7588824205042615e-06,3.7588824205042615e-06,266036.5204681896,0.004,catalan / ln_phi,3/25,3.7588824205042615e-06,1,26603,26603,0.05000065395748887,3.999548923053791,49.99812051272413,239432.0,292640.0,53209,0.050001593697201835,3.9993234227292374,49.99906030934616,319243.0,399054.0,79812,0.3499969829988799,0.0,0.0
log2,pi_over_4,0.6931471805599453,0.7853981633974483,0.5172467730251458,"[0; 1, 1, 13, 1, 219, 1, 1, 10, 1]",15,29,0.5172413793103449,5.393714800905336e-06,5.393714800905336e-06,185400.97815927342,0.0034482758620689655,log2 / pi_over_4,15/29,5.393714800905336e-06,1,18540,18540,0.05000243306211233,3.4466019417475726,50.0,166860.0,203941.0,37082,0.050002433062112384,3.4491127770886143,50.0,222481.0,278101.0,55621,0.3499982712420211,0.0,0.0
ln_phi,phi,0.48121182505960347,1.618033988749895,0.47998805726069405,"[0; 2, 11, 1, 133, 19, 155, 4, 1, 7]",12,25,0.48,-1.1942739305936811e-05,1.1942739305936811e-05,83732.88358583643,0.004,ln_phi / phi,12/25,1.1942739305936811e-05,1,8373,8373,0.05000424947403208,3.989012301445121,49.994028424698435,75359.0,92106.0,16748,0.05000424947403272,4.0004776689754005,49.9940291378075,100479.0,125599.0,25121,0.34999530840579923,0.0,0.0
ln_phi,phi_inv,0.48121182505960347,0.6180339887498948,0.520011942739306,"[0; 1, 1, 11, 1, 133, 19, 155, 4, 1]",13,25,0.52,1.1942739305936811e-05,1.1942739305936811e-05,83732.88358583643,0.004,ln_phi / phi_inv,13/25,1.1942739305936811e-05,1,8373,8373,0.050004249474031606,3.989012301445121,49.994028424698435,75359.0,92106.0,16748,0.05000424947403272,4.0004776689754005,49.9940291378075,100479.0,125599.0,25121,0.34999530840579923,0.0,0.0
log2,pi_over_3,0.6931471805599453,1.0471975511965976,0.05264491250735848,"[0; 18, 1, 206, 1, 4, 7, 3, 3, 9]",1,19,0.05263157894736842,1.3333559990058585e-05,1.3333559990058585e-05,74998.72507759319,0.005263157894736842,log2 / pi_over_3,1/19,1.3333559990058585e-05,1,7499,7499,0.050000849962708746,5.254033871182824,49.99333244432591,67498.0,82498.0,15001,0.0500041837749766,5.266315578961402,49.996666888874074,89998.0,112498.0,22501,0.3499962818731559,0.0,0.0
log10,sqrt11,2.302585092994046,3.3166247903554,0.6956370903343336,"[0; 1, 2, 3, 1, 1, 124, 1, 3, 5]",16,23,0.6956521739130435,-1.5083578709829126e-05,1.5083578709829126e-05,66297.26401390115,0.004347826086956522,log10 / sqrt11,16/23,1.5083578709829126e-05,1,6629,6629,0.050002063423147156,4.344546688791673,49.99245738422084,59667.0,72926.0,13260,0.050002064023792515,4.343891402714932,50.0,79556.0,99445.0,19890,0.34998783632078756,0.0,0.0
sqrt5,silver_inv,2.23606797749979,0.41421356237309515,0.08697178124171867,"[0; 11, 2, 123, 2, 2, 15, 2, 3, 1]",2,23,0.08695652173913043,1.5259502588238494e-05,1.5259502588238494e-05,65532.93557358587,0.004347826086956522,sqrt5 / silver_inv,2/23,1.5259502588238494e-05,1,6553,6553,0.05000538998164961,4.333892873493057,49.99236990691286,58979.0,72086.0,13108,0.05000538998164973,4.340860543179738,49.992371071101616,78639.0,98299.0,19661,0.34999293447865776,0.0,0.0
sqrt5,silver,2.23606797749979,2.414213562373095,0.9130282187582812,"[0; 1, 10, 2, 123, 2, 2, 15, 2, 3]",21,23,0.9130434782608695,-1.5259502588294005e-05,1.5259502588294005e-05,65532.93557334747,0.004347826086956522,sqrt5 / silver,21/23,1.5259502588294005e-05,1,6553,6553,0.050005389982013815,4.333892873493057,49.99236990691286,58979.0,72086.0,13108,0.05000538998201372,4.340860543179738,49.992371071101616,78639.0,98299.0,19661,0.34999293448848046,0.0,0.0
catalan,log3,0.915965594177219,1.0986122886681098,0.06668257864414806,"[0; 14, 1, 278, 2, 1, 1, 1, 1, 1]",1,15,0.06666666666666667,1.5911977481394834e-05,1.5911977481394834e-05,62845.740020010424,0.006666666666666667,catalan / log3,1/15,1.5911977481394834e-05,1,6284,6284,0.05000338923528038,6.651814131126671,50.0,56561.0,69130.0,12570,0.05000338923528044,6.666666666666667,50.0,75414.0,94268.0,18855,0.3499880814989407,0.0,0.0
euler_gamma,sqrt11,0.577215664901532,3.3166247903554,0.5416486122512533,"[0; 1, 1, 5, 1, 1, 95, 1, 1, 1]",13,24,0.5416666666666666,-1.8054415413359948e-05,1.8054415413359948e-05,55388.112941060266,0.004166666666666667,euler_gamma / sqrt11,13/24,1.8054415413359948e-05,1,5538,5538,0.0500017034874027,4.15312387143373,50.0,49849.0,60926.0,11078,0.05000170385553378,4.161400974905217,50.0,66465.0,83082.0,16618,0.3499918309136365,0.0,0.0
log3,catalan,1.0986122886681098,0.915965594177219,0.9285531619593292,"[0; 1, 12, 1, 278, 2, 1, 1, 1, 1]",13,14,0.9285714285714286,-1.8266612099360202e-05,1.8266612099360202e-05,54744.68908413649,0.007142857142857143,log3 / catalan,13/14,1.8266612099360202e-05,1,5474,5474,0.05000485062191224,7.142857142857142,50.0,49270.0,60219.0,10950,0.05000485062191197,7.141552511415525,49.990867579908674,65693.0,82117.0,16425,0.34999396720087245,0.0,0.0
silver_inv,sqrt5,0.41421356237309515,2.23606797749979,0.9047435999732842,"[0; 1, 9, 2, 123, 2, 2, 15, 2, 3]",19,21,0.9047619047619048,-1.8304788620526757e-05,1.8304788620526757e-05,54630.513399024596,0.004761904761904762,silver_inv / sqrt5,19/21,1.8304788620526757e-05,1,5463,5463,0.05000868251126488,4.759289767526999,49.990847519677835,49167.0,60093.0,10927,0.05000410675535475,4.758854214331473,50.00457582135993,65556.0,81945.0,16390,0.34998731315776543,0.0,0.0
silver,sqrt5,2.414213562373095,2.23606797749979,0.09525640002671598,"[0; 10, 2, 123, 2, 2, 15, 2, 3, 1]",2,21,0.09523809523809523,1.8304788620748802e-05,1.8304788620748802e-05,54630.51339836191,0.004761904761904762,silver / sqrt5,2/21,1.8304788620748802e-05,1,5463,5463,0.05000868251187128,4.759289767526999,49.990847519677835,49167.0,60093.0,10927,0.05000410675595819,4.758854214331473,50.00457582135993,65556.0,81945.0,16390,0.3499873131741446,0.0,0.0
catalan,log10,0.915965594177219,2.302585092994046,0.894756521217539,"[0; 1, 8, 1, 1, 140, 4, 4, 3, 4]",17,19,0.8947368421052632,1.9679112275849953e-05,1.9679112275849953e-05,50815.300303316624,0.005263157894736842,catalan / log10,17/19,1.9679112275849953e-05,1,5081,5081,0.050004624292949364,5.254871088368431,49.99015941743751,45733.0,55896.0,10164,0.05000462545581993,5.263675718221173,50.0,60978.0,76222.0,15245,0.3499871021237073,0.0,0.0
sqrt7,two_pi,2.6457513110645907,6.283185307179586,0.5293907260231044,"[0; 1, 1, 8, 164, 2, 1, 5, 1, 1]",9,17,0.5294117647058824,-2.1038682777918538e-05,2.1038682777918538e-05,47531.49284847647,0.0058823529411764705,sqrt7 / two_pi,9/17,2.1038682777918538e-05,1,4753,4753,0.05000894896309703,5.8699768567220705,49.98948032821376,42778.0,52284.0,9507,0.05000368982981949,5.890396549910592,50.00525928263385,57037.0,71297.0,14261,0.34998915781028006,0.0,0.0
pi_over_2,e,1.5707963267948966,2.718281828459045,0.4515827052894548,"[0; 2, 4, 1, 1, 1, 33, 1, 4, 2]",14,31,0.45161290322580644,-3.019793635161694e-05,3.019793635161694e-05,33114.84560919194,0.0032258064516129032,pi_over_2 / e,14/31,3.019793635161694e-05,1,3311,3311,0.05000778259829827,3.20144971307762,49.98489882210813,29803.0,36426.0,6624,0.05000778259829793,3.2155797101449273,49.98490338164252,39737.0,49672.0,9936,0.34998364563142054,0.0,0.0
sqrt11,log10,3.3166247903554,2.302585092994046,0.43753116947715487,"[0; 2, 3, 1, 1, 124, 1, 3, 5, 1]",7,16,0.4375,3.116947715486873e-05,3.116947715486873e-05,32082.66840766683,0.00625,sqrt11 / log10,7/16,3.116947715486873e-05,1,3208,3208,0.05001142609498683,6.234413965087282,50.0,28874.0,35290.0,6417,0.05000363575804162,6.249026024622097,49.992208196976776,38499.0,48124.0,9626,0.3499968097930972,0.0,0.0
phi,log10,1.618033988749895,2.302585092994046,0.5769701500240081,"[0; 1, 1, 2, 1, 2, 1, 30, 1, 2]",15,26,0.5769230769230769,4.7073100931216416e-05,4.7073100931216416e-05,21243.55481618277,0.0038461538461538464,phi / log10,15/26,4.7073100931216416e-05,1,2124,2124,0.050015169739363124,3.8135593220338984,50.0,19119.0,23367.0,4249,0.05000340484107633,3.8597317015768415,49.98823252530007,25492.0,31865.0,6374,0.34998592505442094,0.0,0.0
phi_inv,log10,0.6180339887498948,2.302585092994046,0.4230298499759918,"[0; 2, 2, 1, 2, 1, 30, 1, 2, 3]",11,26,0.4230769230769231,-4.707310093127193e-05,4.707310093127193e-05,21243.554816157717,0.0038461538461538464,phi_inv / log10,11/26,4.707310093127193e-05,1,2124,2124,0.050015169739480864,3.8135593220338984,50.0,19119.0,23367.0,4249,0.050003404841193845,3.8597317015768415,49.98823252530007,25492.0,31865.0,6374,0.3499859250576043,0.0,0.0
sqrt3,catalan,1.7320508075688772,0.915965594177219,0.7419890881293227,"[0; 1, 2, 1, 7, 19, 3, 1, 1, 7]",23,31,0.7419354838709677,5.360425835498894e-05,5.360425835498894e-05,18655.234316975308,0.0032258064516129032,sqrt3 / catalan,23/31,5.360425835498894e-05,1,1865,1865,0.050012773045211886,3.2171581769436997,49.97319034852547,16789.0,20520.0,3732,0.05001277977639398,3.215434083601286,49.973204715969985,22386.0,27982.0,5597,0.3499696424122214,0.0,0.0
sqrt7,pi,2.6457513110645907,3.141592653589793,0.8499429311271236,"[0; 1, 5, 1, 1, 1, 43, 6, 2, 1]",17,20,0.85,-5.706887287637574e-05,5.706887287637574e-05,17522.68705509971,0.005,sqrt7 / pi,17/20,5.706887287637574e-05,1,1752,1752,0.05002086707616261,4.965753424657534,50.0,15770.0,19274.0,3505,0.05000660697413269,4.9928673323823105,49.98573466476462,21027.0,26284.0,5258,0.3499927223276322,0.0,0.0
sqrt7,inv_pi,2.6457513110645907,0.3183098861837907,0.1500570688728764,"[0; 6, 1, 1, 1, 43, 6, 2, 1, 1]",3,20,0.15,5.70688728764035e-05,5.70688728764035e-05,17522.687055091184,0.005,sqrt7 / inv_pi,3/20,5.70688728764035e-05,1,1752,1752,0.050020867076162816,4.965753424657534,50.0,15770.0,19274.0,3505,0.05000660697413256,4.9928673323823105,49.98573466476462,21027.0,26284.0,5258,0.34999272232763173,0.0,0.0
euler_gamma,pi,0.577215664901532,3.141592653589793,0.5199397519233255,"[0; 1, 1, 12, 26, 2, 10, 3, 3, 1]",13,25,0.52,-6.024807667448506e-05,6.024807667448506e-05,16598.04022297525,0.004,euler_gamma / pi,13/25,6.024807667448506e-05,1,1659,1659,0.050005903639807954,3.9783001808318263,49.96986136226643,14938.0,18257.0,3320,0.05000590509967654,4.006024096385542,49.96987951807229,19917.0,24897.0,4981,0.3499786540447889,0.0,0.0
euler_gamma,inv_pi,0.577215664901532,0.3183098861837907,0.4800602480766745,"[0; 2, 12, 26, 2, 10, 3, 3, 1, 2]",12,25,0.48,6.0248076674540574e-05,6.0248076674540574e-05,16598.040222959957,0.004,euler_gamma / inv_pi,12/25,6.0248076674540574e-05,1,1659,1659,0.05000590363985387,3.9783001808318263,49.96986136226643,14938.0,18257.0,3320,0.050005905099698454,4.006024096385542,49.96987951807229,19917.0,24897.0,4981,0.3499786540460324,0.0,0.0
zeta3,pi_over_4,1.202056903159594,0.7853981633974483,0.2381571206386206,"[0; 4, 5, 36, 2, 4, 1, 3, 1, 2]",5,21,0.23809523809523808,6.188254338251875e-05,6.188254338251875e-05,16159.646086597191,0.004761904761904762,zeta3 / pi_over_4,5/21,6.188254338251875e-05,1,1615,1615,0.05000109505306444,4.705882352941177,49.96904024767802,14543.0,17775.0,3233,0.05001657327036592,4.763377667800804,49.984534488091555,19391.0,24239.0,4849,0.3499676838893585,0.0,0.0
sqrt5,euler_gamma,2.23606797749979,0.577215664901532,0.5356480651932423,"[0; 1, 1, 6, 1, 1, 18, 1, 2, 1]",15,28,0.5357142857142857,-6.622052104343634e-05,6.622052104343634e-05,15101.059071161117,0.0035714285714285713,sqrt5 / euler_gamma,15/28,6.622052104343634e-05,1,1510,1510,0.050029603648328515,3.5099337748344372,50.0,13590.0,16611.0,3022,0.05002960623715903,3.540701522170748,49.9669093315685,18121.0,22651.0,4531,0.34997154199181635,0.0,0.0
log3,pi_over_2,1.0986122886681098,1.5707963267948966,0.2082626870230038,"[0; 4, 1, 4, 24, 2, 1, 2, 1, 2]",5,24,0.20833333333333334,-7.064631032954738e-05,7.064631032954738e-05,14155.020911003703,0.004166666666666667,log3 / pi_over_2,5/24,7.064631032954738e-05,1,1415,1415,0.050017587713313064,4.098939929328622,49.96466431095406,12739.0,15570.0,2832,0.050017588756592644,4.166666666666666,49.96468926553672,16986.0,21232.0,4247,0.3499803440871332,0.0,0.0
log10,sqrt7,2.302585092994046,2.6457513110645907,0.8572157821910288,"[0; 1, 6, 279, 1, 2, 2, 3, 73, 2]",6,7,0.8571428571428571,7.292504817169032e-05,7.292504817169032e-05,13712.709488318205,0.014285714285714285,log10 / sqrt7,6/7,7.292504817169032e-05,1,1371,1371,0.050026583045746545,14.22319474835886,49.963530269876,12341.0,15083.0,2743,0.0500083639996054,14.290922347794385,49.98177178271965,16455.0,20569.0,4115,0.34998849175344543,0.0,0.0
two_pi,sqrt7,6.283185307179586,2.6457513110645907,0.8889639558142854,"[0; 1, 8, 164, 2, 1, 5, 1, 1, 3]",8,9,0.8888888888888888,7.50669253966052e-05,7.50669253966052e-05,13321.44609249207,0.011111111111111112,two_pi / sqrt7,8/9,7.50669253966052e-05,1,1332,1332,0.050032105776804454,11.11111111111111,50.0,11989.0,14653.0,2665,0.05001334456893068,11.106941838649156,49.9812382739212,15985.0,19982.0,3998,0.3499660528689607,0.0,0.0
sqrt2,pi_over_4,1.4142135623730951,0.7853981633974483,0.5652957046275169,"[0; 1, 1, 3, 3, 23, 1, 5, 37, 1]",13,23,0.5652173913043478,7.831332316909911e-05,7.831332316909911e-05,12769.219329905543,0.004347826086956522,sqrt2 / pi_over_4,13/23,7.831332316909911e-05,1,1276,1276,0.0500030568434417,4.310344827586207,50.0,11492.0,14046.0,2555,0.050022634234165246,4.344422700587084,49.980430528375734,15323.0,19153.0,3831,0.34996506478818123,0.0,0.0
inv_pi,sqrt7,0.3183098861837907,2.6457513110645907,0.8234504184017588,"[0; 1, 4, 1, 1, 1, 43, 6, 2, 1]",14,17,0.8235294117647058,-7.899336294703296e-05,7.899336294703296e-05,12659.291397310495,0.0058823529411764705,inv_pi / sqrt7,14/17,7.899336294703296e-05,1,1265,1265,0.050002798745497706,5.849802371541502,49.9604743083004,11393.0,13925.0,2533,0.05002254837723665,5.88235294117647,49.98026056060008,15191.0,18988.0,3798,0.34995707608398946,0.0,0.0
pi,sqrt7,3.141592653589793,2.6457513110645907,0.1765495815982412,"[0; 5, 1, 1, 1, 43, 6, 2, 1, 1]",3,17,0.17647058823529413,7.899336294706072e-05,7.899336294706072e-05,12659.291397306048,0.0058823529411764705,pi / sqrt7,3/17,7.899336294706072e-05,1,1265,1265,0.05000279874549667,5.849802371541502,49.9604743083004,11393.0,13925.0,2533,0.05002254837723773,5.88235294117647,49.98026056060008,15191.0,18988.0,3798,0.34995707608398935,0.0,0.0
pi_over_4,pi_over_3,0.7853981633974483,1.0471975511965976,0.7619891313745262,"[0; 1, 3, 4, 1, 26, 14, 1, 7, 1]",16,21,0.7619047619047619,8.436946976431159e-05,8.436946976431159e-05,11852.62871502603,0.004761904761904762,pi_over_4 / pi_over_3,16/21,8.436946976431159e-05,1,1185,1185,0.05003109557021158,4.725738396624473,49.957805907173,10667.0,13037.0,2371,0.05001001667893473,4.765921552087727,50.02108814846057,14223.0,17778.0,3556,0.3499537009631902,0.0,0.0
sqrt11,euler_gamma,3.3166247903554,0.577215664901532,0.8182677597822234,"[0; 1, 4, 1, 1, 95, 1, 1, 1, 1]",9,11,0.8181818181818182,8.594160040520382e-05,8.594160040520382e-05,11635.808447656618,0.00909090909090909,sqrt11 / euler_gamma,9/11,8.594160040520382e-05,1,1163,1163,0.05001801143585791,9.028374892519347,49.957007738607054,10472.0,12799.0,2328,0.050018011435857955,9.063573883161512,49.95704467353952,13962.0,17453.0,3492,0.34992768836553123,0.0,0.0
catalan,pi_over_3,0.915965594177219,1.0471975511965976,0.09668149859837771,"[0; 10, 2, 1, 10, 1, 1, 4, 1, 1]",3,31,0.0967741935483871,-9.2694950009381e-05,9.2694950009381e-05,10788.074214385973,0.0032258064516129032,catalan / pi_over_3,3/31,9.2694950009381e-05,1,1078,1078,0.050008925530062476,3.153988868274583,50.0,9709.0,11866.0,2158,0.05000893190568702,3.19740500463392,50.0,12945.0,16182.0,3238,0.34996290446165923,0.0,0.0
sqrt7,log10,2.6457513110645907,2.302585092994046,0.16656741601749014,"[0; 6, 279, 1, 2, 2, 3, 73, 2, 1]",1,6,0.16666666666666666,-9.925064917651327e-05,9.925064917651327e-05,10075.50084857924,0.016666666666666666,sqrt7 / log10,1/6,9.925064917651327e-05,1,1007,1007,0.05002232718496736,16.583912611717974,49.95034756703078,9067.0,11083.0,2017,0.05004715219078341,16.65840356965791,49.97521070897372,12090.0,15113.0,3024,0.34995770477447036,0.0,0.0
pi_over_4,zeta3,0.7853981633974483,1.202056903159594,0.6873933889908406,"[0; 1, 2, 5, 36, 2, 4, 1, 3, 1]",11,16,0.6875,-0.00010661100915942967,0.00010661100915942967,9379.89432690358,0.00625,pi_over_4 / zeta3,11/16,0.00010661100915942967,1,937,937,0.050000563295772335,6.189967982924227,49.94663820704376,8441.0,10317.0,1877,0.05002725264494142,6.233351092168354,49.97336174746936,11255.0,14069.0,2815,0.3499085979766984,0.0,0.0
log3,sqrt7,1.0986122886681098,2.6457513110645907,0.09666204543139545,"[0; 10, 2, 1, 8, 1, 1, 1, 1, 31]",3,31,0.0967741935483871,-0.00011214811699164495,0.00011214811699164495,8916.779227550473,0.0032258064516129032,log3 / sqrt7,3/31,0.00011214811699164495,1,891,891,0.050018060178274835,3.1425364758698096,49.943883277216614,8025.0,9808.0,1784,0.050018060178274676,3.195067264573991,50.0,10700.0,13375.0,2676,0.34998295828695836,0.0,0.0
two_pi,pi_over_3,6.283185307179586,1.0471975511965976,0.8519692859228343,"[0; 1, 5, 1, 3, 11, 2, 2, 1, 2]",23,27,0.8518518518518519,0.00011743407098241399,0.00011743407098241399,8515.416281104248,0.003703703703703704,two_pi / pi_over_3,23/27,0.00011743407098241399,1,851,851,0.05002691423851201,3.6427732079905994,49.94124559341951,7663.0,9366.0,1704,0.05002697161595885,3.697183098591549,50.0,10218.0,12773.0,2556,0.34996336297843395,0.0,0.0
zeta3,pi_over_2,1.202056903159594,1.5707963267948966,0.4075314958608285,"[0; 2, 2, 4, 1, 10, 4, 5, 1, 5]",11,27,0.4074074074074074,0.00012408845342110064,0.00012408845342110064,8058.767535819371,0.003703703703703704,zeta3 / pi_over_2,11/27,0.00012408845342110064,1,805,805,0.05000764672869452,3.602484472049689,49.93788819875776,7252.0,8864.0,1613,0.05003870865619548,3.7197768133911966,49.96900185988841,9670.0,12088.0,2419,0.34995828476790836,0.0,0.0
zeta3,two_pi,1.202056903159594,6.283185307179586,0.10013410513415796,"[0; 9, 1, 73, 1, 2, 65, 3, 1, 5]",1,10,0.1,0.000134105134157958,0.000134105134157958,7456.836058358012,0.01,zeta3 / two_pi,1/10,0.000134105134157958,1,745,745,0.05002121504092041,9.93288590604027,49.93288590604027,6711.0,8202.0,1492,0.050021215040920455,9.986595174262733,50.0,8948.0,11185.0,2238,0.34996933300114014,0.0,0.0
sqrt2,ln_phi,1.4142135623730951,0.48121182505960347,0.5261813246622629,"[0; 1, 1, 9, 20, 2, 55, 1, 1, 4]",10,19,0.5263157894736842,-0.00013446481142131983,0.00013446481142131983,7436.889915136911,0.005263157894736842,sqrt2 / ln_phi,10/19,0.00013446481142131983,1,743,743,0.05002090984874189,5.248990578734858,49.93270524899058,6693.0,8180.0,1488,0.050020909848742134,5.309139784946237,49.93279569892473,8924.0,11155.0,2232,0.34995947426463364,0.0,0.0
catalan,two_pi,0.915965594177219,6.283185307179586,0.9522402898650747,"[0; 1, 19, 1, 15, 5, 1, 16, 3, 4]",20,21,0.9523809523809523,-0.000140662515877632,0.000140662515877632,7109.21451788862,0.004761904761904762,catalan / two_pi,20/21,0.000140662515877632,1,710,710,0.050005524394517276,4.647887323943662,50.0,6398.0,7820.0,1423,0.05004068651610457,4.778636683063949,49.9648629655657,8531.0,10663.0,2133,0.3499381648781449,0.0,0.0
log10,phi,2.302585092994046,1.618033988749895,0.7331919163554463,"[0; 1, 2, 1, 2, 1, 30, 1, 2, 3]",11,15,0.7333333333333333,-0.0001414169778869434,0.0001414169778869434,7071.286736161592,0.006666666666666667,log10 / phi,11/15,0.0001414169778869434,1,707,707,0.05006161017199622,6.647807637906649,49.929278642149924,6364.0,7778.0,1415,0.05002625959898242,6.6431095406360425,49.96466431095406,8485.0,10606.0,2122,0.3498957624203142,0.0,0.0
log10,phi_inv,2.302585092994046,0.6180339887498948,0.2668080836445539,"[0; 3, 1, 2, 1, 30, 1, 2, 3, 1]",4,15,0.26666666666666666,0.00014141697788722096,0.00014141697788722096,7071.286736147713,0.006666666666666667,log10 / phi_inv,4/15,0.00014141697788722096,1,707,707,0.050061610172074916,6.647807637906649,49.929278642149924,6364.0,7778.0,1415,0.05002625959906196,6.6431095406360425,49.96466431095406,8485.0,10606.0,2122,0.34989576242243237,0.0,0.0
ln_phi,sqrt5,0.48121182505960347,2.23606797749979,0.09105195618047857,"[0; 10, 1, 56, 1, 15, 2, 1, 4, 2]",1,11,0.09090909090909091,0.00014286527138765437,0.00014286527138765437,6999.601724666688,0.00909090909090909,ln_phi / sqrt5,1/11,0.00014286527138765437,1,699,699,0.05000284498567991,9.012875536480687,49.92846924177397,6299.0,7699.0,1401,0.050038597170222285,9.136331192005711,49.964311206281224,8399.0,10499.0,2101,0.34993394934197036,0.0,0.0
sqrt3,pi,1.7320508075688772,3.141592653589793,0.47985655928469495,"[0; 2, 11, 1, 10, 4, 3, 1, 3, 3]",12,25,0.48,-0.0001434407153050321,0.0001434407153050321,6971.521285804119,0.004,sqrt3 / pi,12/25,0.0001434407153050321,1,697,697,0.050060809641462346,3.873744619799139,49.92826398852224,6274.0,7668.0,1395,0.050024977357568584,4.014336917562724,50.03584229390681,8365.0,10457.0,2093,0.34992057173582475,0.0,0.0
sqrt3,inv_pi,1.7320508075688772,0.3183098861837907,0.520143440715305,"[0; 1, 1, 11, 1, 10, 4, 3, 1, 3]",13,25,0.52,0.0001434407153050321,0.0001434407153050321,6971.521285804119,0.004,sqrt3 / inv_pi,13/25,0.0001434407153050321,1,697,697,0.050060809641462346,3.873744619799139,49.92826398852224,6274.0,7668.0,1395,0.050024977357568584,4.014336917562724,50.03584229390681,8365.0,10457.0,2093,0.34992057173582514,0.0,0.0
phi_over_pi,sqrt7,0.5150362148004839,2.6457513110645907,0.318038336855464,"[0; 3, 6, 1, 13, 1, 1, 6, 2, 1]",7,22,0.3181818181818182,-0.00014348132635416677,0.00014348132635416677,6969.548061826649,0.004545454545454545,phi_over_pi / sqrt7,7/22,0.00014348132635416677,1,696,696,0.05000324223442883,4.454022988505748,50.0,6272.0,7666.0,1395,0.050039143222867455,4.587813620071684,49.96415770609319,8363.0,10454.0,2092,0.3499440590032258,0.0,0.0
